# Sample: EPI-2082_BCB_ITO_500nm_50K_45.7mW_1.15eV_
# Temperature: 50.0 K
# Power: 46.8300 mW
# Smoothing: Savitzky-Golay, window=37 pts, poly_order=3
# Columns: Energy(eV) | Raw_counts | DarkSub_norm | WL_corrected | Stitched | Stitched_smooth
Energy(eV)	Raw_counts	DarkSub_norm	WL_corrected	Stitched	Stitched_smooth
1.007751	1.394000e+03	2.559114e+02	1.298396e+02	1.298396e+02	5.504206e+01
1.007995	1.496000e+03	-3.566636e+02	-1.501321e+02	-1.501321e+02	4.594188e+01
1.008239	1.432000e+03	3.930957e+02	2.241624e+02	2.241624e+02	3.805665e+01
1.008484	1.443000e+03	-3.638274e+02	-1.324309e+02	-1.324309e+02	3.132282e+01
1.008728	1.459000e+03	3.411998e+02	1.858327e+02	1.858327e+02	2.567684e+01
1.008972	1.415000e+03	-4.127677e+02	-1.513504e+02	-1.513504e+02	2.105517e+01
1.009217	1.443000e+03	4.621606e+02	2.590971e+02	2.590971e+02	1.739426e+01
1.009462	1.449000e+03	-4.671363e+02	-1.849083e+02	-1.849083e+02	1.463056e+01
1.009706	1.497000e+03	4.054336e+02	2.294917e+02	2.294917e+02	1.270053e+01
1.009951	1.444000e+03	-5.242011e+02	-2.281640e+02	-2.281640e+02	1.154063e+01
1.010196	1.436000e+03	2.787271e+02	1.179837e+02	1.179837e+02	1.108730e+01
1.010442	1.499000e+03	-5.436295e+02	-4.930158e+02	-4.930158e+02	1.127700e+01
1.010687	1.472000e+03	6.966537e+02	8.344179e+02	8.344179e+02	1.204619e+01
1.010932	1.495000e+03	-4.951516e+02	-2.183899e+02	-2.183899e+02	1.333131e+01
1.011178	1.480000e+03	3.031896e+02	1.787106e+02	1.787106e+02	1.506883e+01
1.011423	1.421000e+03	-4.337131e+02	-1.771100e+02	-1.771100e+02	1.719520e+01
1.011669	1.330000e+03	1.773295e+02	8.503258e+01	8.503258e+01	1.964686e+01
1.011915	1.522000e+03	-4.435049e+02	-2.783963e+02	-2.783963e+02	2.236028e+01
1.012161	1.487000e+03	3.430753e+02	2.509420e+02	2.509420e+02	2.527191e+01
1.012407	1.458000e+03	-3.761858e+02	-1.284980e+02	-1.284980e+02	3.626664e+01
1.012653	1.397000e+03	1.983739e+02	8.834507e+01	8.834507e+01	2.064955e+01
1.012900	1.401000e+03	-3.607575e+02	-1.021469e+02	-1.021469e+02	3.842849e+01
1.013146	1.489000e+03	3.517817e+02	2.355947e+02	2.355947e+02	2.972208e+01
1.013393	1.524000e+03	-3.642011e+02	-1.874763e+02	-1.874763e+02	4.382580e+01
1.013640	1.477000e+03	4.148517e+02	2.379609e+02	2.379609e+02	3.484195e+01
1.013887	1.449000e+03	-4.483104e+02	-2.065899e+02	-2.065899e+02	5.137001e+01
1.014133	1.497000e+03	5.960462e+02	5.104572e+02	5.104572e+02	3.995410e+01
1.014381	1.411000e+03	-4.090015e+02	-1.507100e+02	-1.507100e+02	5.542595e+01
1.014628	1.460000e+03	4.702749e+02	2.827420e+02	2.827420e+02	2.637568e+01
1.014875	1.384000e+03	-5.077131e+02	-1.919039e+02	-1.919039e+02	3.897110e+01
1.015123	1.426000e+03	3.952152e+02	1.920860e+02	1.920860e+02	7.948315e+00
1.015370	1.420000e+03	-4.545390e+02	-1.814958e+02	-1.814958e+02	4.952225e+01
1.015618	1.421000e+03	4.463995e+02	3.019489e+02	3.019489e+02	4.242114e+01
1.015866	1.392000e+03	-4.540612e+02	-1.273505e+02	-1.273505e+02	6.196533e+01
1.016114	1.424000e+03	2.053091e+02	1.146917e+02	1.146917e+02	4.986710e+01
1.016362	1.397000e+03	-4.417080e+02	-1.040695e+02	-1.040695e+02	6.058850e+01
1.016610	1.371000e+03	2.287374e+02	1.538652e+02	1.538652e+02	4.459872e+01
1.016858	1.425000e+03	-4.068871e+02	-9.310405e+01	-9.310405e+01	5.950995e+01
1.017106	1.475000e+03	3.026026e+02	2.875129e+02	2.875129e+02	4.596733e+01
1.017355	1.536000e+03	-4.249178e+02	-1.481086e+02	-1.481086e+02	5.411336e+01
1.017604	1.413000e+03	2.280207e+02	1.396111e+02	1.396111e+02	3.381819e+01
1.017852	1.507000e+03	-3.699622e+02	-1.087421e+02	-1.087421e+02	4.864168e+01
1.018101	1.496000e+03	2.222340e+02	1.089870e+02	1.089870e+02	3.474907e+01
1.018350	1.462000e+03	-4.011312e+02	-1.097935e+02	-1.097935e+02	4.851729e+01
1.018600	1.476000e+03	2.881299e+02	1.295841e+02	1.295841e+02	3.005531e+01
1.018849	1.415000e+03	-4.245339e+02	-1.260585e+02	-1.260585e+02	5.693781e+01
1.019098	1.552000e+03	6.778073e+02	5.509164e+02	5.509164e+02	5.069250e+01
1.019348	1.466000e+03	-4.260766e+02	-1.013275e+02	-1.013275e+02	6.942580e+01
1.019597	1.527000e+03	5.572101e+02	3.126610e+02	3.126610e+02	6.123577e+01
1.019847	1.325000e+03	-4.586329e+02	-9.520646e+01	-9.520646e+01	7.487074e+01
1.020097	1.428000e+03	2.956725e+02	1.094267e+02	1.094267e+02	5.709310e+01
1.020347	1.500000e+03	-5.275100e+02	-1.855706e+02	-1.855706e+02	7.611818e+01
1.020597	1.425000e+03	4.167476e+02	2.194782e+02	2.194782e+02	6.414375e+01
1.020847	1.421000e+03	-4.878377e+02	-9.768523e+01	-9.768523e+01	7.579291e+01
1.021098	1.458000e+03	2.897817e+02	1.524689e+02	1.524689e+02	6.797036e+01
1.021348	1.429000e+03	-4.083001e+02	-9.957394e+01	-9.957394e+01	7.899926e+01
1.021599	1.428000e+03	3.709763e+02	2.285453e+02	2.285453e+02	7.012971e+01
1.021850	1.487000e+03	-4.429076e+02	-1.023481e+02	-1.023481e+02	8.611303e+01
1.022100	1.481000e+03	4.110855e+02	4.188965e+02	4.188965e+02	7.581891e+01
1.022351	1.417000e+03	-3.664093e+02	-7.167285e+01	-7.167285e+01	8.399303e+01
1.022602	1.416000e+03	3.140309e+02	2.041845e+02	2.041845e+02	7.649660e+01
1.022854	1.403000e+03	-3.473445e+02	-5.511827e+01	-5.511827e+01	8.079765e+01
1.023105	1.479000e+03	4.659166e+02	2.962354e+02	2.962354e+02	7.005728e+01
1.023357	1.391000e+03	-3.689913e+02	-6.197942e+01	-6.197942e+01	7.184938e+01
1.023608	1.449000e+03	2.717817e+02	1.145658e+02	1.145658e+02	5.386923e+01
1.023860	1.449000e+03	-4.200714e+02	-7.313514e+01	-7.313514e+01	7.411483e+01
1.024112	1.443000e+03	2.739012e+02	9.962739e+01	9.962739e+01	5.954074e+01
1.024364	1.447000e+03	-4.170117e+02	-8.005755e+01	-8.005755e+01	7.306483e+01
1.024616	1.500000e+03	5.573346e+02	3.215468e+02	3.215468e+02	6.189430e+01
1.024868	1.394000e+03	-5.300714e+02	-8.318603e+01	-8.318603e+01	6.745104e+01
1.025120	1.497000e+03	5.372152e+02	2.648934e+02	2.648934e+02	5.085405e+01
1.025373	1.427000e+03	-4.758377e+02	-8.430748e+01	-8.430748e+01	5.971943e+01
1.025625	1.423000e+03	4.080411e+02	1.517835e+02	1.517835e+02	5.011812e+01
1.025878	1.449000e+03	-4.647830e+02	-7.044540e+01	-7.044540e+01	5.465504e+01
1.026131	1.416000e+03	3.822749e+02	1.567009e+02	1.567009e+02	4.355322e+01
1.026384	1.450000e+03	-4.180714e+02	-6.999607e+01	-6.999607e+01	4.942023e+01
