# Sample: EPI-2082_BCB_ITO_500nm_50K_0.12mW_1.15eV_
# Temperature: 50.1 K
# Power: 0.1162 mW
# Smoothing: Savitzky-Golay, window=37 pts, poly_order=3
# Columns: Energy(eV) | Raw_counts | DarkSub_norm | WL_corrected | Stitched | Stitched_smooth
Energy(eV)	Raw_counts	DarkSub_norm	WL_corrected	Stitched	Stitched_smooth
1.267638	1.848000e+03	4.380000e+01	2.057343e-01	2.386946e-02	2.072956e-02
1.267828	2.444000e+03	5.700000e+00	2.556251e-02	2.170743e-02	2.056228e-02
1.268024	1.867000e+03	3.690000e+01	1.711313e-01	2.146120e-02	2.010985e-02
1.268215	2.439000e+03	5.600000e+00	2.499039e-02	2.122159e-02	1.973495e-02
1.268410	1.792000e+03	3.520000e+01	1.655244e-01	1.794134e-02	1.984050e-02
1.268603	2.499000e+03	3.850000e+00	1.732400e-02	1.471137e-02	1.984493e-02
1.268797	1.914000e+03	4.920000e+01	2.292529e-01	1.601492e-02	1.934255e-02
1.268990	2.433000e+03	4.550000e+00	2.038850e-02	1.731371e-02	1.906889e-02
1.269184	1.846000e+03	4.230000e+01	2.003766e-01	1.756917e-02	1.918942e-02
1.269378	2.379000e+03	4.650000e+00	2.099260e-02	1.782671e-02	1.931133e-02
1.269571	1.881000e+03	3.400000e+01	1.585796e-01	1.904284e-02	1.939938e-02
1.269767	2.491000e+03	5.300000e+00	2.388559e-02	2.028341e-02	1.936692e-02
1.269958	1.876000e+03	4.560000e+01	2.174557e-01	1.872599e-02	1.926493e-02
1.270155	2.391000e+03	4.450000e+00	2.015856e-02	1.711845e-02	1.931204e-02
1.270345	1.829000e+03	4.090000e+01	1.918279e-01	2.093124e-02	1.951663e-02
1.270544	2.454000e+03	6.500000e+00	2.933779e-02	2.491336e-02	1.959225e-02
1.270733	1.826000e+03	3.570000e+01	1.708210e-01	2.152811e-02	1.940511e-02
1.270933	2.423000e+03	4.650000e+00	2.113851e-02	1.795062e-02	1.934480e-02
1.271121	1.943000e+03	5.100000e+01	2.412126e-01	1.849710e-02	1.967561e-02
1.271322	2.387000e+03	4.950000e+00	2.247020e-02	1.908147e-02	2.010895e-02
1.271509	1.851000e+03	4.440000e+01	2.132935e-01	2.268283e-02	2.011672e-02
1.271712	2.430000e+03	6.850000e+00	3.129986e-02	2.657953e-02	1.979619e-02
1.271898	1.878000e+03	3.940000e+01	1.858838e-01	2.089949e-02	1.981601e-02
1.272101	2.364000e+03	3.800000e+00	1.728780e-02	1.468063e-02	2.001146e-02
1.272286	1.861000e+03	4.060000e+01	1.965834e-01	1.667683e-02	1.966070e-02
1.272491	2.356000e+03	4.850000e+00	2.224275e-02	1.888832e-02	1.895977e-02
1.272675	1.866000e+03	4.520000e+01	2.156694e-01	1.884177e-02	1.852054e-02
1.272881	2.446000e+03	4.850000e+00	2.212648e-02	1.878959e-02	1.829707e-02
1.273064	1.820000e+03	3.890000e+01	1.892667e-01	1.950051e-02	1.805108e-02
1.273272	2.259000e+03	5.200000e+00	2.391331e-02	2.030695e-02	1.783059e-02
1.273454	1.943000e+03	5.280000e+01	2.531136e-01	1.927048e-02	1.753924e-02
1.273663	2.456000e+03	4.650000e+00	2.129177e-02	1.808076e-02	1.706475e-02
1.273843	1.838000e+03	4.000000e+01	1.960482e-01	1.688301e-02	1.695231e-02
1.274053	2.374000e+03	3.950000e+00	1.824301e-02	1.549178e-02	1.742988e-02
1.274233	1.831000e+03	3.920000e+01	1.886600e-01	1.650847e-02	1.762725e-02
1.274445	2.467000e+03	4.550000e+00	2.084746e-02	1.770346e-02	1.725560e-02
1.274623	1.815000e+03	2.730000e+01	1.342208e-01	1.311446e-02	1.704629e-02
1.274836	2.383000e+03	1.950000e+00	9.016077e-03	7.656364e-03	1.715456e-02
1.275014	1.816000e+03	2.690000e+01	1.295203e-01	1.512919e-02	1.706732e-02
1.275228	2.367000e+03	6.150000e+00	2.840755e-02	2.412341e-02	1.693060e-02
1.275404	1.836000e+03	4.450000e+01	2.211996e-01	1.688242e-02	1.721859e-02
1.275620	2.305000e+03	2.050000e+00	9.494876e-03	8.062955e-03	1.754667e-02
1.275795	1.812000e+03	3.500000e+01	1.708856e-01	1.613775e-02	1.744902e-02
1.276012	2.410000e+03	6.650000e+00	3.072394e-02	2.609047e-02	1.723741e-02
1.276186	1.954000e+03	5.050000e+01	2.543076e-01	2.205551e-02	1.696803e-02
1.276404	2.430000e+03	4.300000e+00	2.004561e-02	1.702254e-02	1.655495e-02
1.276578	1.931000e+03	4.590000e+01	2.247145e-01	1.725715e-02	1.627479e-02
1.276797	2.443000e+03	4.450000e+00	2.067064e-02	1.755330e-02	1.617152e-02
1.276969	1.822000e+03	4.140000e+01	2.083904e-01	2.110235e-02	1.592140e-02
1.277189	2.437000e+03	6.450000e+00	3.018899e-02	2.563619e-02	1.542701e-02
1.277361	1.832000e+03	3.370000e+01	1.657054e-01	1.548773e-02	1.531991e-02
1.277582	2.395000e+03	6.000000e-01	2.787625e-03	2.367223e-03	1.562439e-02
1.277753	1.850000e+03	3.660000e+01	1.860354e-01	1.150860e-02	1.560217e-02
1.277976	2.362000e+03	5.900000e+00	2.763756e-02	2.346954e-02	1.532611e-02
1.278145	1.901000e+03	5.240000e+01	2.595894e-01	1.711890e-02	1.524674e-02
1.278369	2.324000e+03	2.200000e+00	1.025586e-02	8.709176e-03	1.512639e-02
1.278538	1.811000e+03	3.240000e+01	1.657731e-01	1.258652e-02	1.464584e-02
1.278763	2.468000e+03	4.450000e+00	2.094126e-02	1.778311e-02	1.433330e-02
1.278930	1.907000e+03	4.700000e+01	2.366084e-01	1.276828e-02	1.438847e-02
1.279157	2.322000e+03	1.500000e+00	7.025149e-03	5.965687e-03	1.415561e-02
1.279323	1.837000e+03	3.240000e+01	1.677743e-01	8.006716e-03	1.363399e-02
1.279551	2.344000e+03	2.700000e+00	1.272857e-02	1.080897e-02	1.352301e-02
1.279717	1.806000e+03	3.190000e+01	1.595535e-01	1.389413e-02	1.382846e-02
1.279946	2.406000e+03	4.550000e+00	2.141032e-02	1.818144e-02	1.401718e-02
1.280110	1.846000e+03	3.940000e+01	2.070798e-01	1.596400e-02	1.411276e-02
1.280341	2.421000e+03	3.200000e+00	1.512613e-02	1.284496e-02	1.432995e-02
1.280504	1.849000e+03	3.940000e+01	2.019468e-01	1.837405e-02	1.445103e-02
1.280736	2.494000e+03	6.550000e+00	3.090724e-02	2.624612e-02	1.461995e-02
1.280898	1.844000e+03	3.670000e+01	1.945694e-01	1.805563e-02	1.502074e-02
1.281131	2.321000e+03	1.550000e+00	7.361853e-03	6.251613e-03	1.502422e-02
1.281292	1.872000e+03	4.820000e+01	2.463953e-01	1.121869e-02	1.444251e-02
1.281527	2.389000e+03	4.600000e+00	2.174418e-02	1.846494e-02	1.415949e-02
1.281686	1.816000e+03	3.200000e+01	1.713106e-01	1.573358e-02	1.439584e-02
1.281922	2.420000e+03	2.900000e+00	1.377777e-02	1.169995e-02	1.444356e-02
1.282081	1.834000e+03	4.000000e+01	2.079370e-01	1.290181e-02	1.409728e-02
1.282318	2.426000e+03	3.650000e+00	1.730891e-02	1.469856e-02	1.382045e-02
1.282476	1.856000e+03	5.240000e+01	2.881490e-01	1.572833e-02	1.378943e-02
1.282715	2.393000e+03	4.250000e+00	2.035682e-02	1.728681e-02	1.359235e-02
1.282871	1.785000e+03	2.740000e+01	1.417589e-01	1.502284e-02	1.306560e-02
1.283111	2.464000e+03	2.850000e+00	1.360592e-02	1.155402e-02	1.253312e-02
1.283267	1.878000e+03	4.910000e+01	2.739953e-01	1.189251e-02	1.218699e-02
1.283508	2.372000e+03	3.050000e+00	1.462286e-02	1.241759e-02	1.211422e-02
1.283662	1.825000e+03	4.110000e+01	2.187447e-01	1.003761e-02	1.212659e-02
1.283905	2.297000e+03	1.550000e+00	7.418615e-03	6.299815e-03	1.195405e-02
1.284058	1.702000e+03	2.960000e+01	1.669982e-01	7.897361e-03	1.165191e-02
1.284302	2.389000e+03	2.550000e+00	1.229130e-02	1.043765e-02	1.159085e-02
1.284454	1.899000e+03	4.780000e+01	2.548404e-01	1.113416e-02	1.193053e-02
1.284699	2.341000e+03	3.000000e+00	1.443205e-02	1.225555e-02	1.202236e-02
1.284851	1.764000e+03	2.840000e+01	1.637727e-01	1.204452e-02	1.152784e-02
1.285097	2.423000e+03	2.850000e+00	1.377840e-02	1.170048e-02	1.104489e-02
1.285247	1.811000e+03	3.630000e+01	1.976471e-01	1.154119e-02	1.106557e-02
1.285495	2.380000e+03	2.750000e+00	1.328116e-02	1.127823e-02	1.127686e-02
1.285644	1.788000e+03	3.440000e+01	2.028930e-01	1.216920e-02	1.128100e-02
1.285893	2.375000e+03	3.300000e+00	1.608422e-02	1.365856e-02	1.127161e-02
1.286041	1.814000e+03	3.810000e+01	2.071589e-01	1.353814e-02	1.129696e-02
1.286292	2.353000e+03	3.200000e+00	1.570237e-02	1.333430e-02	1.132920e-02
1.286439	1.852000e+03	4.490000e+01	2.720088e-01	1.378392e-02	1.146542e-02
1.286690	2.356000e+03	3.500000e+00	1.713953e-02	1.455472e-02	1.154506e-02
1.286836	1.847000e+03	4.610000e+01	2.583276e-01	1.165274e-02	1.144700e-02
1.287089	2.388000e+03	1.600000e+00	7.789051e-03	6.614385e-03	1.126939e-02
1.287234	1.805000e+03	3.960000e+01	2.449171e-01	7.993233e-03	1.127089e-02
1.287489	2.401000e+03	2.500000e+00	1.226793e-02	1.041781e-02	1.138255e-02
1.287632	1.832000e+03	3.730000e+01	2.088773e-01	1.025364e-02	1.118209e-02
1.287888	2.320000e+03	2.400000e+00	1.173029e-02	9.961248e-03	1.080473e-02
1.288031	1.794000e+03	3.000000e+01	1.898542e-01	9.992128e-03	1.069124e-02
1.288288	2.406000e+03	2.400000e+00	1.183226e-02	1.004784e-02	1.087349e-02
1.288429	1.754000e+03	3.670000e+01	2.105389e-01	1.254974e-02	1.094065e-02
1.288688	2.298000e+03	4.100000e+00	2.016212e-02	1.712147e-02	1.076769e-02
1.288828	1.780000e+03	2.530000e+01	1.636412e-01	1.362494e-02	1.075240e-02
1.289088	2.388000e+03	1.700000e+00	8.423002e-03	7.152731e-03	1.099818e-02
1.289227	1.857000e+03	3.830000e+01	2.203397e-01	7.509975e-03	1.109918e-02
1.289488	2.361000e+03	1.950000e+00	9.632552e-03	8.179868e-03	1.106448e-02
1.289627	1.844000e+03	3.790000e+01	2.526908e-01	8.924741e-03	1.109882e-02
1.289889	2.401000e+03	2.450000e+00	1.217605e-02	1.033978e-02	1.115515e-02
1.290026	1.756000e+03	3.280000e+01	1.927389e-01	1.055140e-02	1.132833e-02
1.290290	2.336000e+03	2.600000e+00	1.290489e-02	1.095871e-02	1.175838e-02
1.290426	1.869000e+03	4.730000e+01	3.258877e-01	1.270454e-02	1.193230e-02
1.290691	2.388000e+03	3.800000e+00	1.896994e-02	1.610909e-02	1.152697e-02
1.290826	1.863000e+03	3.620000e+01	2.135564e-01	1.353292e-02	1.103713e-02
1.291093	2.383000e+03	2.000000e+00	9.941887e-03	8.442552e-03	1.077484e-02
1.291226	1.824000e+03	4.720000e+01	3.355688e-01	1.122468e-02	1.047926e-02
1.291494	2.400000e+03	3.950000e+00	1.977787e-02	1.679517e-02	9.969642e-03
1.291627	1.816000e+03	2.940000e+01	1.773052e-01	1.320904e-02	9.509053e-03
1.291896	2.433000e+03	1.400000e+00	6.986348e-03	5.932738e-03	9.105134e-03
1.292028	1.724000e+03	2.660000e+01	1.945828e-01	8.879151e-03	8.768310e-03
1.292298	2.349000e+03	3.500000e+00	1.759056e-02	1.493773e-02	8.618801e-03
1.292429	1.897000e+03	4.290000e+01	2.639644e-01	1.133649e-02	8.759559e-03
1.292701	2.303000e+03	9.000000e-01	4.511892e-03	3.831454e-03	8.877651e-03
1.292830	1.700000e+03	2.730000e+01	2.066102e-01	5.419818e-03	8.854117e-03
1.293103	2.307000e+03	2.050000e+00	1.033322e-02	8.774870e-03	9.022312e-03
1.293232	1.887000e+03	3.770000e+01	2.379787e-01	8.498632e-03	9.080464e-03
1.293506	2.418000e+03	1.850000e+00	9.311451e-03	7.907193e-03	8.974407e-03
1.293634	1.827000e+03	3.360000e+01	2.648971e-01	4.395572e-03	9.022252e-03
1.293910	2.405000e+03	-7.500000e-01	-3.798864e-03	-3.225958e-03	9.292240e-03
1.294036	1.836000e+03	3.960000e+01	2.530236e-01	2.144319e-03	9.390866e-03
1.294313	2.424000e+03	3.250000e+00	1.643954e-02	1.396030e-02	9.259432e-03
1.294438	1.803000e+03	3.560000e+01	2.930015e-01	1.171032e-02	9.405655e-03
1.294717	2.351000e+03	1.550000e+00	7.879625e-03	6.691300e-03	9.662251e-03
1.294841	1.864000e+03	5.300000e+01	3.493038e-01	9.313513e-03	9.746708e-03
1.295121	2.294000e+03	3.550000e+00	1.795148e-02	1.524422e-02	1.002916e-02
1.295243	1.847000e+03	4.400000e+01	3.783918e-01	1.527230e-02	1.042209e-02
1.295525	2.335000e+03	3.550000e+00	1.806037e-02	1.533669e-02	1.044946e-02
1.295646	1.820000e+03	4.550000e+01	3.044744e-01	1.507846e-02	1.028161e-02
1.295929	2.404000e+03	3.350000e+00	1.704908e-02	1.447791e-02	1.039481e-02
1.296050	1.820000e+03	3.930000e+01	3.513038e-01	1.423664e-02	1.061032e-02
1.296334	2.387000e+03	3.150000e+00	1.609484e-02	1.366758e-02	1.036266e-02
1.296453	1.717000e+03	2.170000e+01	1.474500e-01	1.129864e-02	1.005946e-02
1.296739	2.350000e+03	1.300000e+00	6.632303e-03	5.632087e-03	1.024777e-02
1.296857	1.783000e+03	2.470000e+01	2.280135e-01	7.294456e-03	1.043343e-02
1.297144	2.372000e+03	2.600000e+00	1.333949e-02	1.132776e-02	1.041177e-02
1.297261	1.780000e+03	3.380000e+01	2.352064e-01	8.684227e-03	1.033397e-02
1.297550	2.300000e+03	5.000000e-01	2.564891e-03	2.178080e-03	1.002884e-02
1.297666	1.782000e+03	3.480000e+01	3.410343e-01	5.246008e-03	9.308535e-03
1.297955	2.373000e+03	2.950000e+00	1.519797e-02	1.290597e-02	8.644404e-03
1.298070	1.916000e+03	4.840000e+01	3.491162e-01	1.129607e-02	8.454349e-03
1.298361	2.361000e+03	1.650000e+00	8.499802e-03	7.217948e-03	8.176866e-03
1.298475	1.878000e+03	4.800000e+01	5.012081e-01	5.874523e-03	7.814160e-03
1.298767	2.370000e+03	5.500000e-01	2.851562e-03	2.421518e-03	7.764710e-03
1.298880	1.849000e+03	3.540000e+01	2.607418e-01	5.039056e-03	7.947739e-03
1.299174	2.304000e+03	2.700000e+00	1.397351e-02	1.186616e-02	8.131011e-03
1.299285	1.780000e+03	3.660000e+01	4.010112e-01	1.006558e-02	8.390334e-03
1.299581	2.296000e+03	1.200000e+00	6.240645e-03	5.299494e-03	8.727952e-03
1.299691	1.811000e+03	3.400000e+01	2.604046e-01	9.164739e-03	9.107151e-03
1.299988	2.355000e+03	4.450000e+00	2.302057e-02	1.954884e-02	9.560515e-03
1.300097	1.748000e+03	3.240000e+01	3.791592e-01	1.525297e-02	1.007414e-02
1.300395	2.340000e+03	8.000000e-01	4.166542e-03	3.538186e-03	1.064604e-02
1.300503	1.844000e+03	3.630000e+01	2.885402e-01	5.004532e-03	1.085350e-02
1.300802	2.326000e+03	2.050000e+00	1.067353e-02	9.063860e-03	1.086338e-02
1.300909	1.762000e+03	3.480000e+01	4.372786e-01	9.599331e-03	1.104632e-02
1.301210	2.419000e+03	2.500000e+00	1.307638e-02	1.110433e-02	1.113392e-02
1.301316	1.825000e+03	3.050000e+01	2.505243e-01	1.179969e-02	1.089485e-02
1.301618	2.271000e+03	3.100000e+00	1.623213e-02	1.378417e-02	1.063539e-02
1.301723	1.802000e+03	3.260000e+01	4.424822e-01	1.448535e-02	1.077171e-02
1.302026	2.375000e+03	3.700000e+00	1.945080e-02	1.651743e-02	1.104824e-02
1.302130	1.861000e+03	4.900000e+01	4.233992e-01	1.470857e-02	1.110183e-02
1.302435	2.416000e+03	2.100000e+00	1.105108e-02	9.384466e-03	1.093192e-02
1.302537	1.808000e+03	3.840000e+01	5.720996e-01	9.841820e-03	1.058412e-02
1.302844	2.336000e+03	2.500000e+00	1.319983e-02	1.120917e-02	1.027495e-02
1.302945	1.863000e+03	5.140000e+01	4.698862e-01	1.098136e-02	1.034227e-02
1.303253	2.350000e+03	2.300000e+00	1.211683e-02	1.028949e-02	1.063349e-02
1.303353	1.850000e+03	4.310000e+01	7.125501e-01	9.972802e-03	1.056977e-02
1.303662	2.407000e+03	2.000000e+00	1.059318e-02	8.995621e-03	1.035262e-02
1.303761	1.756000e+03	4.010000e+01	3.791001e-01	7.691316e-03	1.066607e-02
1.304072	2.288000e+03	8.000000e-01	4.241484e-03	3.601826e-03	1.104630e-02
1.304169	1.792000e+03	4.090000e+01	7.553323e-01	5.271075e-03	1.079038e-02
1.304481	2.394000e+03	2.350000e+00	1.247053e-02	1.058985e-02	1.009744e-02
1.304578	1.776000e+03	3.590000e+01	3.592536e-01	1.064514e-02	9.769737e-03
1.304891	2.358000e+03	2.400000e+00	1.274646e-02	1.082417e-02	9.959214e-03
1.304987	1.786000e+03	3.090000e+01	6.314014e-01	1.168321e-02	1.002914e-02
1.305302	2.354000e+03	3.200000e+00	1.708843e-02	1.451133e-02	9.624468e-03
1.305396	1.756000e+03	3.340000e+01	3.506919e-01	1.326142e-02	9.540616e-03
1.305712	2.309000e+03	2.000000e+00	1.069005e-02	9.077885e-03	9.923075e-03
1.305806	1.729000e+03	2.370000e+01	5.570437e-01	1.016934e-02	1.044737e-02
1.306123	2.338000e+03	3.050000e+00	1.634972e-02	1.388402e-02	1.090483e-02
1.306215	1.824000e+03	2.860000e+01	3.129433e-01	1.414490e-02	1.116649e-02
1.306534	2.461000e+03	3.300000e+00	1.772028e-02	1.504789e-02	1.130537e-02
1.306625	1.811000e+03	4.520000e+01	1.294760e+00	1.283656e-02	1.171329e-02
1.306946	2.275000e+03	1.100000e+00	5.948393e-03	5.051317e-03	1.261380e-02
1.307035	1.807000e+03	3.650000e+01	4.275577e-01	6.859551e-03	1.335225e-02
1.307357	2.444000e+03	2.900000e+00	1.570432e-02	1.333595e-02	1.371732e-02
1.307446	1.817000e+03	4.010000e+01	1.353538e+00	1.214947e-02	1.418349e-02
1.307769	2.350000e+03	1.700000e+00	9.215345e-03	7.825580e-03	1.501087e-02
1.307857	1.882000e+03	4.490000e+01	5.411129e-01	1.111005e-02	1.543614e-02
1.308181	2.382000e+03	5.050000e+00	2.742726e-02	2.329096e-02	1.546523e-02
1.308268	1.688000e+03	2.210000e+01	8.394783e-01	2.010818e-02	1.574564e-02
1.308594	2.399000e+03	1.750000e+00	9.530952e-03	8.093590e-03	1.630874e-02
1.308679	1.790000e+03	2.800000e+01	3.595603e-01	1.182193e-02	1.678308e-02
1.309006	2.374000e+03	5.650000e+00	3.079368e-02	2.614969e-02	1.729589e-02
1.309090	1.793000e+03	3.660000e+01	1.711604e+00	2.409165e-02	1.770834e-02
1.309419	2.363000e+03	3.450000e+00	1.888698e-02	1.603864e-02	1.761001e-02
1.309502	1.784000e+03	3.650000e+01	4.789150e-01	1.659923e-02	1.738655e-02
1.309832	2.356000e+03	4.050000e+00	2.217787e-02	1.883323e-02	1.745571e-02
1.309914	1.820000e+03	3.740000e+01	2.140004e+00	2.017095e-02	1.748222e-02
1.310246	2.385000e+03	5.500000e+00	3.014779e-02	2.560121e-02	1.710219e-02
1.310326	1.864000e+03	4.630000e+01	6.748913e-01	2.270387e-02	1.688925e-02
1.310659	2.381000e+03	2.300000e+00	1.262502e-02	1.072104e-02	1.705302e-02
1.310739	1.807000e+03	3.430000e+01	2.324407e+00	1.286054e-02	1.658816e-02
1.311073	2.370000e+03	4.700000e+00	2.576318e-02	2.187784e-02	1.541187e-02
1.311152	1.798000e+03	4.100000e+01	5.933954e-01	1.910980e-02	1.456820e-02
1.311488	2.444000e+03	1.550000e+00	8.500329e-03	7.218395e-03	1.389432e-02
1.311565	1.797000e+03	3.690000e+01	3.053662e+00	9.178709e-03	1.305482e-02
1.311902	2.436000e+03	3.800000e+00	2.091930e-02	1.776447e-02	1.252500e-02
1.311978	1.816000e+03	3.720000e+01	6.069798e-01	1.579287e-02	1.239738e-02
1.312317	2.394000e+03	1.500000e+00	8.227743e-03	6.986919e-03	1.187788e-02
1.312391	1.834000e+03	3.730000e+01	3.780746e+00	6.193455e-03	1.097380e-02
1.312732	2.349000e+03	5.500000e-01	3.036482e-03	2.578550e-03	1.053153e-02
1.312805	1.819000e+03	4.140000e+01	6.708702e-01	4.768934e-03	1.061056e-02
1.313147	2.381000e+03	3.200000e+00	1.760552e-02	1.495044e-02	1.044522e-02
