# Sample: EPI-2082_BCB_ITO_500nm_50K_0.039mW_1.15eV_
# Temperature: 50.0 K
# Power: 0.0373 mW
# Smoothing: Savitzky-Golay, window=37 pts, poly_order=3
# Columns: Energy(eV) | Raw_counts | DarkSub_norm | WL_corrected | Stitched | Stitched_smooth
Energy(eV)	Raw_counts	DarkSub_norm	WL_corrected	Stitched	Stitched_smooth
1.007751	2.353000e+03	2.900000e+00	1.471349e+00	1.471349e+00	1.268975e+00
1.007995	2.410000e+03	3.066667e+00	1.290867e+00	1.290867e+00	1.432686e+00
1.008239	2.388000e+03	4.100000e+00	2.338021e+00	2.338021e+00	1.575895e+00
1.008484	2.377000e+03	3.200000e+00	1.164780e+00	1.164780e+00	1.699733e+00
1.008728	2.397000e+03	3.433333e+00	1.869947e+00	1.869947e+00	1.805331e+00
1.008972	2.417000e+03	3.533333e+00	1.295575e+00	1.295575e+00	1.893819e+00
1.009217	2.385000e+03	3.633333e+00	2.036925e+00	2.036925e+00	1.966327e+00
1.009462	2.471000e+03	3.533333e+00	1.398613e+00	1.398613e+00	2.023987e+00
1.009706	2.418000e+03	3.500000e+00	1.981141e+00	1.981141e+00	2.067929e+00
1.009951	2.477000e+03	3.100000e+00	1.349307e+00	1.349307e+00	2.099283e+00
1.010196	2.400000e+03	4.033333e+00	1.707288e+00	1.707288e+00	2.119179e+00
1.010442	2.514000e+03	3.466667e+00	3.143909e+00	3.143909e+00	2.128750e+00
1.010687	2.567000e+03	3.933333e+00	4.711155e+00	4.711155e+00	2.129124e+00
1.010932	2.604000e+03	4.066667e+00	1.793630e+00	1.793630e+00	2.121433e+00
1.011178	2.519000e+03	4.900000e+00	2.888233e+00	2.888233e+00	2.106807e+00
1.011423	2.440000e+03	2.600000e+00	1.061729e+00	1.061729e+00	2.086376e+00
1.011669	2.371000e+03	2.900000e+00	1.390600e+00	1.390600e+00	2.061272e+00
1.011915	2.579000e+03	3.666667e+00	2.301635e+00	2.301635e+00	2.032625e+00
1.012161	2.549000e+03	3.633333e+00	2.657597e+00	2.657597e+00	2.001565e+00
1.012407	2.464000e+03	3.066667e+00	1.047516e+00	1.047516e+00	2.055181e+00
1.012653	2.439000e+03	3.166667e+00	1.410263e+00	1.410263e+00	1.965222e+00
1.012900	2.442000e+03	4.100000e+00	1.160897e+00	1.160897e+00	2.008758e+00
1.013146	2.496000e+03	2.566667e+00	1.718944e+00	1.718944e+00	1.979479e+00
1.013393	2.560000e+03	3.800000e+00	1.956090e+00	1.956090e+00	1.994106e+00
1.013640	2.499000e+03	3.933333e+00	2.256179e+00	2.256179e+00	1.970344e+00
1.013887	2.549000e+03	4.033333e+00	1.858636e+00	1.858636e+00	1.979177e+00
1.014133	2.511000e+03	2.933333e+00	2.512122e+00	2.512122e+00	1.942533e+00
1.014381	2.519000e+03	4.633333e+00	1.707304e+00	1.707304e+00	1.903075e+00
1.014628	2.487000e+03	3.566667e+00	2.144377e+00	2.144377e+00	1.763960e+00
1.014875	2.588000e+03	3.933333e+00	1.486710e+00	1.486710e+00	1.744467e+00
1.015123	2.497000e+03	4.800000e+00	2.332939e+00	2.332939e+00	1.728908e+00
1.015370	2.554000e+03	3.133333e+00	1.251129e+00	1.251129e+00	1.857283e+00
1.015618	2.501000e+03	4.166667e+00	2.818373e+00	2.818373e+00	1.844789e+00
1.015866	2.506000e+03	2.566667e+00	7.198729e-01	7.198729e-01	1.902665e+00
1.016114	2.575000e+03	5.833333e+00	3.258671e+00	3.258671e+00	1.839483e+00
1.016362	2.498000e+03	3.066667e+00	7.225279e-01	7.225279e-01	1.853291e+00
1.016610	2.562000e+03	4.666667e+00	3.139136e+00	3.139136e+00	1.841515e+00
1.016858	2.504000e+03	1.266667e+00	2.898391e-01	2.898391e-01	1.901284e+00
1.017106	2.633000e+03	3.666667e+00	3.483823e+00	3.483823e+00	1.802446e+00
1.017355	2.628000e+03	3.866667e+00	1.347759e+00	1.347759e+00	1.805324e+00
1.017604	2.563000e+03	2.966667e+00	1.816413e+00	1.816413e+00	1.666861e+00
1.017852	2.638000e+03	4.133333e+00	1.214901e+00	1.214901e+00	1.684231e+00
1.018101	2.614000e+03	2.666667e+00	1.307775e+00	1.307775e+00	1.673030e+00
1.018350	2.596000e+03	3.533333e+00	9.671075e-01	9.671075e-01	1.702781e+00
1.018600	2.544000e+03	2.600000e+00	1.169329e+00	1.169329e+00	1.669393e+00
1.018849	2.620000e+03	5.500000e+00	1.633136e+00	1.633136e+00	1.694665e+00
1.019098	2.663000e+03	4.400000e+00	3.576285e+00	3.576285e+00	1.664749e+00
1.019348	2.666000e+03	4.133333e+00	9.829694e-01	9.829694e-01	1.672016e+00
1.019597	2.633000e+03	4.266667e+00	2.394106e+00	2.394106e+00	1.633315e+00
1.019847	2.532000e+03	4.400000e+00	9.133850e-01	9.133850e-01	1.632779e+00
1.020097	2.563000e+03	4.600000e+00	1.702433e+00	1.702433e+00	1.499482e+00
1.020347	2.683000e+03	3.166667e+00	1.113989e+00	1.113989e+00	1.549088e+00
1.020597	2.624000e+03	4.366667e+00	2.299685e+00	2.299685e+00	1.449114e+00
1.020847	2.565000e+03	2.433333e+00	4.872537e-01	4.872537e-01	1.528401e+00
1.021098	2.628000e+03	3.600000e+00	1.894143e+00	1.894143e+00	1.447577e+00
1.021348	2.586000e+03	2.266667e+00	5.527819e-01	5.527819e-01	1.526597e+00
1.021599	2.624000e+03	4.666667e+00	2.874968e+00	2.874968e+00	1.424585e+00
1.021850	2.630000e+03	2.633333e+00	6.085165e-01	6.085165e-01	1.519659e+00
1.022100	2.675000e+03	3.766667e+00	3.838236e+00	3.838236e+00	1.483300e+00
1.022351	2.561000e+03	3.066667e+00	5.998667e-01	5.998667e-01	1.510673e+00
1.022602	2.602000e+03	2.066667e+00	1.343758e+00	1.343758e+00	1.482439e+00
1.022854	2.584000e+03	3.266667e+00	5.183701e-01	5.183701e-01	1.466534e+00
1.023105	2.617000e+03	2.500000e+00	1.589530e+00	1.589530e+00	1.420839e+00
